City,2010_asukkaiden_ostovoimakertyma_hr,2011_asukkaiden_ostovoimakertyma_hr,2012_asukkaiden_ostovoimakertyma_hr,2013_asukkaiden_ostovoimakertyma_hr,2014_asukkaiden_ostovoimakertyma_hr,2015_asukkaiden_ostovoimakertyma_hr,2016_asukkaiden_ostovoimakertyma_hr,2017_asukkaiden_ostovoimakertyma_hr,2018_asukkaiden_ostovoimakertyma_hr,2019_asukkaiden_ostovoimakertyma_hr,2020_asukkaiden_ostovoimakertyma_hr,2021_asukkaiden_ostovoimakertyma_hr
Kauhava,2.67666406E8,2.79738051E8,2.84938468E8,2.88281195E8,2.86935946E8,2.83871986E8,2.85013786E8,2.84708072E8,2.9028366E8,2.97472894E8,2.89425939E8,3.00719754E8
Kuortane,5.9776454E7,6.2212363E7,6.238356E7,6.3313142E7,6.2514315E7,6.2898811E7,6.3617522E7,6.3720557E7,6.5722784E7,6.7292385E7,6.7860976E7,7.0060893E7
Kurikka,3.52324808E8,3.63930761E8,3.69495856E8,3.72832444E8,3.75834926E8,3.7081366E8,3.72353316E8,3.75895909E8,3.81178173E8,3.8684362E8,3.88624678E8,3.98833226E8
Lappajärvi,5.1230865E7,5.3928248E7,5.4203191E7,5.5003463E7,5.5031255E7,5.5272815E7,5.4585922E7,5.4176051E7,5.4886822E7,5.4004259E7,5.2714907E7,5.2949971E7
Lapua,2.21775653E8,2.30969795E8,2.40126692E8,2.44691045E8,2.47066992E8,2.4632868E8,2.52948137E8,2.57087039E8,2.58182342E8,2.64148735E8,2.66411885E8,2.79200344E8
Seinäjoki,9.70641727E8,1.025497034E9,1.056672254E9,1.086854166E9,1.088051748E9,1.118679234E9,1.135408502E9,1.17713717E9,1.2265339E9,1.267006131E9,1.294885807E9,1.36926646E9
Soini,3.2546624E7,3.3544146E7,3.3313666E7,3.3738207E7,3.4411106E7,3.3550613E7,3.3685548E7,3.4607796E7,3.4672546E7,3.5137061E7,3.4874306E7,3.6173877E7
Teuva,9.0514255E7,9.0292811E7,9.2090821E7,9.082047E7,8.9755996E7,8.8650632E7,8.8719259E7,8.930428E7,9.064E7,9.0911165E7,9.2077196E7,9.4844383E7
Vimpeli,4.9862293E7,6.035882E7,5.1605209E7,5.1138705E7,5.1555113E7,5.1203505E7,5.0877667E7,5.1507304E7,5.2316427E7,5.2598472E7,5.2793686E7,5.4506711E7
Ähtäri,9.7436298E7,9.875005E7,1.00425737E8,1.00996565E8,1.02045811E8,1.01969924E8,1.01297241E8,1.03108265E8,1.03429452E8,1.04360736E8,1.04275239E8,1.08192745E8
Kaskinen,2.4629777E7,2.5011482E7,2.5588561E7,2.4927516E7,2.5493105E7,2.429337E7,2.4553293E7,2.5177789E7,2.6044841E7,2.4873315E7,2.5329024E7,2.598144E7
Korsnäs,3.6370642E7,3.8695347E7,3.9538264E7,4.1337253E7,3.9202968E7,3.9103391E7,3.8947087E7,3.8979055E7,3.9413021E7,3.9309414E7,4.015614E7,4.1468598E7
Kristiinankaupunki,1.12764257E8,1.1547921E8,1.17662233E8,1.19162076E8,1.19686335E8,1.18620197E8,1.20580667E8,1.21110819E8,1.27290135E8,1.26972141E8,1.27478229E8,1.31282988E8
Kruunupyy,1.06717603E8,1.12391191E8,1.15257256E8,1.19677934E8,1.18280612E8,1.18560841E8,1.19512063E8,1.18748942E8,1.21540023E8,1.2469453E8,1.29011369E8,1.36709866E8
Laihia,1.30746048E8,1.3708354E8,1.41378002E8,1.44551903E8,1.48530179E8,1.45391614E8,1.46842214E8,1.48202303E8,1.52436014E8,1.55171624E8,1.56477029E8,1.62153018E8
Luoto,6.6458979E7,7.0603712E7,7.2661488E7,7.5962967E7,7.7398413E7,7.8509385E7,8.2457112E7,8.4005466E7,8.7846769E7,9.1344561E7,9.4755346E7,1.08851302E8
Maalahti,8.9544998E7,9.2692062E7,9.6431776E7,9.9144614E7,9.9449813E7,9.9454281E7,9.8884512E7,1.01023185E8,1.02967748E8,1.06451134E8,1.07300117E8,1.13171122E8
Mustasaari,3.23895426E8,3.51130265E8,3.51161228E8,3.61809368E8,3.76306142E8,3.60555399E8,3.64915508E8,3.75746845E8,3.85356592E8,3.99966569E8,3.94224449E8,4.20084933E8
Närpiö,1.51863648E8,1.59210333E8,1.62973596E8,1.64770203E8,1.67829817E8,1.67167216E8,1.69348947E8,1.7562423E8,1.78294474E8,1.83284851E8,1.87634993E8,1.96030411E8
Pedersören kunta,1.56964748E8,1.66636146E8,1.72600844E8,1.77272734E8,1.78524862E8,1.8171466E8,1.83195966E8,1.86902712E8,1.92693193E8,1.97984805E8,2.02834607E8,2.13761113E8
Pietarsaari,3.18190421E8,3.28399805E8,3.37904947E8,3.42422735E8,3.47500951E8,3.48605623E8,3.52124859E8,3.58789527E8,3.71854246E8,3.71001463E8,3.79048357E8,4.09223666E8
Uusikaarlepyy,1.23735946E8,1.30375579E8,1.34499981E8,1.39426977E8,1.40503092E8,1.40708108E8,1.39874041E8,1.4188571E8,1.46881334E8,1.46100245E8,1.46091854E8,1.5944457E8
Vaasa,1.09746648E9,1.159620078E9,1.193369574E9,1.221167246E9,1.290522062E9,1.258423888E9,1.275280116E9,1.288554047E9,1.32675976E9,1.352687856E9,1.359336197E9,1.430765622E9
Vöyri,1.09050577E8,1.16721043E8,1.18845294E8,1.21819088E8,1.20854738E8,1.20455088E8,1.19752532E8,1.22283244E8,1.24312017E8,1.26343155E8,1.26752284E8,1.31672349E8
Halsua,1.9504215E7,2.0021463E7,2.0131617E7,2.0483632E7,2.0603813E7,2.0289159E7,2.001096E7,1.9943138E7,2.0748134E7,2.0591344E7,2.0183367E7,2.045596E7
Kannus,8.534868E7,8.8493863E7,9.2043403E7,9.2706228E7,9.5047096E7,9.2909457E7,9.3633801E7,9.403957E7,9.5805368E7,9.7725912E7,9.9112523E7,1.03305775E8
Kaustinen,6.5469819E7,6.7065175E7,7.0024214E7,7.2580671E7,7.2668284E7,7.3007459E7,7.2854937E7,7.5522956E7,7.6796895E7,7.7929449E7,7.6729643E7,8.082097E7
Kokkola,7.24446055E8,7.63006104E8,7.8501176E8,7.97793145E8,8.12673297E8,8.1875637E8,8.23621423E8,8.51201209E8,8.67743535E8,8.88319668E8,9.12592215E8,9.5106781E8
Lestijärvi,1.4025166E7,1.3153483E7,1.2831203E7,1.2740449E7,1.3311506E7,1.2750595E7,1.3270709E7,1.3275393E7,1.29344E7,1.313847E7,1.3101626E7,1.3548783E7
Perho,3.7640584E7,3.8176986E7,3.9125116E7,3.9949091E7,4.0152351E7,4.0289184E7,4.1200695E7,4.1584789E7,4.2194119E7,4.1870556E7,4.1620997E7,4.3428857E7
Toholampi,5.1171142E7,5.2332126E7,5.2916269E7,5.3170038E7,5.3978516E7,5.2252749E7,5.1819203E7,5.1731225E7,5.211401E7,5.1403981E7,5.187E7,5.4358903E7
Veteli,5.154525E7,5.2923717E7,5.3754406E7,5.4898792E7,5.6049228E7,5.6160664E7,5.5877208E7,5.5675654E7,5.6548582E7,5.7022464E7,5.6248644E7,5.7358541E7
Alavieska,3.8019225E7,3.9018977E7,4.059857E7,4.056036E7,4.2240697E7,4.1950695E7,4.1536219E7,4.2578303E7,4.429222E7,4.4006833E7,4.5134048E7,4.6033918E7
Haapajärvi,1.06031289E8,1.10235608E8,1.13054133E8,1.14363885E8,1.15339199E8,1.13846166E8,1.13967072E8,1.1770969E8,1.21161719E8,1.19954712E8,1.22341705E8,1.27790944E8
Haapavesi,1.02665735E8,1.06040014E8,1.07564345E8,1.1009315E8,1.10980071E8,1.09839095E8,1.08471616E8,1.09849916E8,1.1192026E8,1.13819092E8,1.1332591E8,1.17465524E8
Hailuoto,1.6630086E7,1.7487575E7,1.7544988E7,1.8084237E7,1.8910218E7,1.8346838E7,1.8924436E7,1.9280946E7,1.9747838E7,1.9281013E7,2.0208359E7,2.1247975E7
Ii,1.31271912E8,1.3861144E8,1.44564917E8,1.4687495E8,1.49141691E8,1.50939597E8,1.53647343E8,1.63435922E8,1.6861767E8,1.74107808E8,1.76864125E8,1.83339446E8
Kalajoki,1.89016533E8,1.99999641E8,2.03664177E8,2.07096036E8,2.14885094E8,2.12951413E8,2.14710473E8,2.20231978E8,2.23784974E8,2.28269647E8,2.28568413E8,2.41537978E8
Kempele,2.55112679E8,2.6825935E8,2.81090858E8,2.93476902E8,2.90832453E8,2.97695594E8,3.09094469E8,3.27058148E8,3.39227137E8,3.60870769E8,3.80845293E8,4.01753813E8
Kuusamo,2.44362399E8,2.52811837E8,2.58160693E8,2.60061674E8,2.62116438E8,2.62302829E8,2.65317819E8,2.68514611E8,2.75412989E8,2.82061792E8,2.85262799E8,2.99565268E8
Kärsämäki,3.8411761E7,3.9286465E7,4.017085E7,4.0487267E7,4.0528798E7,4.1437794E7,4.0689891E7,4.1657539E7,4.3322518E7,4.3090871E7,4.3417106E7,4.5220093E7
Liminka,1.23500097E8,1.31927034E8,1.39105049E8,1.42368863E8,1.4401037E8,1.49138104E8,1.53833683E8,1.60357679E8,1.67436795E8,1.71892384E8,1.757313E8,1.83905355E8
Lumijoki,2.6304771E7,2.7486795E7,2.8647772E7,2.923344E7,2.9562278E7,2.9851604E7,3.0873951E7,3.1807964E7,3.2149254E7,3.2758073E7,3.3138164E7,3.4895791E7
Merijärvi,1.5562624E7,1.5581404E7,1.5864231E7,1.5983451E7,1.6596625E7,1.5675906E7,1.5718446E7,1.6129944E7,1.6221295E7,1.6758306E7,1.6655644E7,1.7210939E7
Muhos,1.25764684E8,1.30008038E8,1.35509441E8,1.38462708E8,1.3999539E8,1.42213611E8,1.4766291E8,1.47485688E8,1.51408631E8,1.53238927E8,1.61077488E8,1.64345774E8
Nivala,1.49168224E8,1.55194016E8,1.59378842E8,1.60951067E8,1.66473169E8,1.63006157E8,1.66420026E8,1.72951137E8,1.75516946E8,1.78134253E8,1.80948984E8,1.88114602E8
Oulainen,1.11685424E8,1.19291083E8,1.19384484E8,1.19927034E8,1.24299433E8,1.25533632E8,1.22966669E8,1.27315737E8,1.29205435E8,1.2917516E8,1.28286871E8,1.34404306E8
Oulu,3.027017904E9,3.174053843E9,3.312751313E9,3.374790387E9,3.461413495E9,3.604344498E9,3.623428009E9,3.770959447E9,3.921294397E9,4.058179118E9,4.176085522E9,4.411070686E9
Pudasjärvi,1.17646576E8,1.20106715E8,1.24032331E8,1.25427174E8,1.27034525E8,1.26331323E8,1.27455355E8,1.29468091E8,1.31494197E8,1.3257826E8,1.35898935E8,1.40436507E8
Pyhäjoki,5.0385526E7,5.208482E7,5.2814915E7,5.4017518E7,5.6025139E7,5.4582264E7,5.4731302E7,5.5677382E7,5.6982105E7,5.6877513E7,5.736338E7,6.1315326E7
Pyhäjärvi,8.662614E7,8.8890139E7,9.0978599E7,9.2254387E7,9.1308544E7,9.1781638E7,9.1524873E7,9.0997842E7,9.3234639E7,9.3709743E7,9.130104E7,9.2687715E7
Pyhäntä,2.3141975E7,2.2913194E7,2.3320096E7,2.3874392E7,2.4671196E7,2.486904E7,2.5441405E7,2.5965737E7,2.6105601E7,2.7589832E7,2.7320758E7,3.096789E7
Raahe,3.99427584E8,4.12390843E8,4.23040475E8,4.21642348E8,4.33442618E8,4.32848417E8,4.32649765E8,4.49900872E8,4.72969392E8,4.58785682E8,4.60541517E8,4.74015365E8
Reisjärvi,4.1904823E7,4.3055352E7,4.387347E7,4.4701031E7,4.5042375E7,4.4442203E7,4.4030165E7,4.4851432E7,4.5659822E7,4.5918261E7,4.7549079E7,4.7959217E7
Sievi,7.6357094E7,7.8786891E7,7.8504749E7,7.9230172E7,8.2641505E7,8.1241928E7,8.1782434E7,8.827327E7,8.8753801E7,1.02490767E8,9.1606526E7,9.8633157E7
Siikajoki,8.3138896E7,8.532523E7,8.5029451E7,8.6948424E7,8.7564446E7,1.06059872E8,8.6429336E7,9.2109756E7,9.169652E7,9.024612E7,8.995714E7,9.5393744E7
Siikalatva,8.6456348E7,8.7948421E7,8.837983E7,8.9547631E7,9.1792933E7,8.8925208E7,8.8986691E7,8.9432779E7,9.1466373E7,9.2441058E7,9.2267206E7,9.5998157E7
Taivalkoski,5.8944529E7,6.114155E7,6.3140662E7,6.3216629E7,6.4673204E7,6.4149074E7,6.5054362E7,6.6532156E7,6.7705991E7,6.9097561E7,6.9104357E7,7.2339528E7
Tyrnävä,8.3791777E7,8.8684893E7,9.2137594E7,9.4079431E7,9.5559515E7,9.7354794E7,9.9777752E7,1.01560319E8,1.04853392E8,1.04865706E8,1.07155089E8,1.11217161E8
Utajärvi,4.1872171E7,4.2506957E7,4.4777453E7,4.5589911E7,4.5351038E7,4.54758E7,4.5069251E7,4.619096E7,4.612116E7,4.6768479E7,4.7208922E7,4.7856456E7
Vaala,4.8245495E7,4.922724E7,4.990751E7,5.0097084E7,5.0484152E7,5.0846239E7,5.00234E7,5.0783021E7,4.9812779E7,4.9984041E7,4.9756265E7,5.0905065E7
Ylivieska,2.11509514E8,2.24554832E8,2.33554639E8,2.38864773E8,2.48875763E8,2.48650653E8,2.54602465E8,2.63589601E8,2.68572611E8,2.73480042E8,2.77762344E8,2.9162701E8
Hyrynsalmi,3.846074E7,3.9640472E7,4.0204406E7,4.0572874E7,4.0333916E7,3.9407035E7,4.0717314E7,3.9992307E7,4.2710028E7,4.1388672E7,4.0317246E7,4.0967937E7
Kajaani,5.95050267E8,6.27878843E8,6.33162429E8,6.35010264E8,6.42601307E8,6.48603723E8,6.57067762E8,6.70140387E8,6.86310638E8,7.04682858E8,7.07405387E8,7.30544966E8
Kuhmo,1.38695133E8,1.42550637E8,1.449637E8,1.46989074E8,1.48229997E8,1.46074153E8,1.45480349E8,1.47762175E8,1.5067016E8,1.50745361E8,1.49876658E8,1.54469801E8
Paltamo,5.527497E7,5.5768251E7,5.7170495E7,5.6271975E7,5.5769434E7,5.5900947E7,5.6523384E7,5.6884928E7,5.8210842E7,5.7976195E7,6.0789851E7,6.2402662E7
Puolanka,4.3530866E7,4.4274425E7,4.463857E7,4.526958E7,4.5186698E7,4.5140185E7,4.5134389E7,4.4264739E7,4.5188415E7,4.4471152E7,4.4997225E7,4.6321672E7
Ristijärvi,2.219087E7,2.3163367E7,2.3268237E7,2.4459937E7,2.4168032E7,2.3238474E7,2.3715029E7,2.4137659E7,2.464064E7,2.4789473E7,2.3679093E7,2.4746446E7
Sotkamo,1.68486755E8,1.75591541E8,1.78960291E8,1.81473675E8,1.81706482E8,1.83135458E8,1.8655395E8,1.92890362E8,2.00214322E8,2.04300904E8,2.08304158E8,2.18984719E8
Suomussalmi,1.35210554E8,1.38717777E8,1.40465863E8,1.39902126E8,1.39089094E8,1.37779301E8,1.38337694E8,1.38939279E8,1.42924921E8,1.44195733E8,1.41178255E8,1.43425645E8
Enontekiö,2.5754173E7,2.7706947E7,2.8795573E7,2.964137E7,3.0078494E7,3.0434429E7,3.1009884E7,3.2594824E7,3.2868706E7,3.3489062E7,3.3298269E7,3.4429098E7
Inari,1.03346484E8,1.09395126E8,1.12047625E8,1.16495818E8,1.1804371E8,1.24857716E8,1.25971953E8,1.31979247E8,1.36571138E8,1.41730698E8,1.41466135E8,1.48947274E8
Kemi,3.48022638E8,3.60798079E8,3.71220789E8,3.73286625E8,3.74355105E8,3.75282087E8,3.76632242E8,3.79208907E8,3.81364521E8,3.86185614E8,3.87528863E8,3.9036761E8
Kemijärvi,1.29571886E8,1.34436734E8,1.34954118E8,1.36673303E8,1.36791735E8,1.372601E8,1.36213125E8,1.37531867E8,1.36561588E8,1.38745944E8,1.38576369E8,1.41607427E8
Keminmaa,1.37463732E8,1.43630816E8,1.50484213E8,1.50032992E8,1.50617453E8,1.50254821E8,1.51941434E8,1.55793523E8,1.56193855E8,1.59710078E8,1.60941297E8,1.66233557E8
Kittilä,9.6910729E7,1.03412451E8,1.0976091E8,1.12469076E8,1.13049968E8,1.13388367E8,1.15867315E8,1.21644964E8,1.25589418E8,1.29975266E8,1.30792615E8,1.36423238E8
Kolari,5.9707405E7,6.1781963E7,6.439715E7,6.7446243E7,6.5978722E7,6.7238532E7,6.8115951E7,7.0154192E7,7.1697369E7,7.3565898E7,7.6574753E7,8.0005251E7
Muonio,3.6011343E7,3.7449846E7,3.8997117E7,3.9973635E7,4.0554135E7,4.151678E7,4.2109949E7,4.3194899E7,4.5629486E7,4.5816726E7,4.7181574E7,4.6744073E7
Pelkosenniemi,1.5376072E7,1.566737E7,1.6340598E7,1.6669797E7,1.6711561E7,1.7261388E7,1.6847723E7,1.6999928E7,1.7464629E7,1.7527363E7,1.8331346E7,1.8446958E7
Pello,6.0051368E7,6.7115984E7,6.2387234E7,6.3911196E7,6.3534638E7,6.3509309E7,6.4601415E7,6.3727764E7,6.4074518E7,6.4136751E7,6.4404107E7,6.728318E7
Posio,5.5250837E7,5.6871316E7,5.7548251E7,5.8134101E7,5.8305715E7,5.5967608E7,5.5802547E7,5.5148637E7,5.6063912E7,5.7360399E7,5.7450523E7,5.8264266E7
Ranua,5.7944118E7,5.8185793E7,6.0415062E7,6.0688485E7,6.1340563E7,6.0283987E7,6.1348149E7,6.3044051E7,6.3189805E7,6.4892779E7,6.4914452E7,6.5754234E7
Rovaniemi,9.38711712E8,9.9267434E8,1.026552357E9,1.046068066E9,1.064412415E9,1.086484052E9,1.105569586E9,1.139658607E9,1.187128393E9,1.224488895E9,1.239760901E9,1.292877062E9
Salla,5.9773643E7,6.0906971E7,6.2127253E7,6.2528787E7,6.1774544E7,6.1495203E7,6.1857611E7,6.1409923E7,6.2496574E7,6.2990939E7,6.4410428E7,6.6457924E7
Savukoski,1.7205709E7,1.7543041E7,1.7574024E7,1.7910288E7,1.8596141E7,1.7519178E7,1.7816548E7,1.7476355E7,1.7949727E7,1.841188E7,1.9058416E7,1.9780872E7
Simo,5.3197221E7,5.5056929E7,5.6400604E7,5.6477646E7,5.7197987E7,5.6447792E7,5.5570966E7,5.5886171E7,5.6510596E7,5.709619E7,5.7971049E7,5.9861127E7
Sodankylä,1.33450709E8,1.42851773E8,1.49934504E8,1.54565694E8,1.55275085E8,1.56722747E8,1.5659493E8,1.59229399E8,1.62836962E8,1.66093316E8,1.67625154E8,1.69283382E8
Tervola,4.9956525E7,5.2206686E7,5.3736627E7,5.4100396E7,5.4351185E7,5.5038985E7,5.3158932E7,5.3784814E7,5.5748933E7,5.7086458E7,5.6484729E7,5.7897814E7
Tornio,3.55488312E8,3.68655941E8,3.79620615E8,3.82673339E8,3.84850183E8,3.89549795E8,3.95289611E8,4.04865355E8,4.09364552E8,4.20061549E8,4.25327253E8,4.39212399E8
Utsjoki,2.0602879E7,2.1325065E7,2.1940755E7,2.2063499E7,2.1754405E7,2.254135E7,2.2957718E7,2.3279158E7,2.3257455E7,2.3591809E7,2.411039E7,2.4653829E7
Ylitornio,7.0678439E7,7.3994953E7,7.4431791E7,7.5029219E7,7.6432025E7,7.5330357E7,7.5966734E7,7.5951703E7,7.6210711E7,7.6274708E7,7.6978289E7,8.0376289E7
Brändö,9719037.0,1.0155247E7,1.0066845E7,1.0673959E7,1.2023765E7,1.0974412E7,1.1372606E7,1.1014494E7,1.1000655E7,1.1847472E7,1.2412138E7,1.3464828E7
Eckerö,1.696241E7,1.8433077E7,1.8606597E7,1.8148417E7,1.8459565E7,1.9060138E7,1.9457851E7,2.0277613E7,2.0386128E7,2.1358571E7,2.071749E7,2.0976677E7
Finström,4.7723984E7,4.66016E7,4.8006935E7,4.9337458E7,4.9992045E7,4.9988819E7,5.1461414E7,5.3587979E7,5.3867112E7,5.5988431E7,5.6763027E7,5.8205719E7
Föglö,1.2929945E7,1.1789901E7,1.0965151E7,1.1959933E7,1.2978056E7,1.2136639E7,1.1959297E7,1.1340404E7,1.1515179E7,1.1687699E7,1.1746458E7,1.1853077E7
Geta,8073873.0,8712182.0,8438363.0,8906189.0,8785217.0,9132663.0,9351036.0,9441649.0,9604007.0,9134248.0,9389286.0,9665514.0
Hammarland,2.748342E7,2.889108E7,2.950061E7,2.987519E7,2.9820391E7,3.0773379E7,3.0369339E7,3.1575627E7,3.2041808E7,3.4597778E7,3.3527106E7,3.6012468E7
Jomala,7.8137328E7,8.3188189E7,8.7496942E7,9.2901609E7,9.4827446E7,9.8628717E7,1.03357199E8,1.07514665E8,1.12269468E8,1.27084914E8,1.2344686E8,1.31150305E8
Kumlinge,6773141.0,6943129.0,6942555.0,6785118.0,6747355.0,6758592.0,6689018.0,6877212.0,7050138.0,7211772.0,7247379.0,7355333.0
Kökar,4541158.0,4482664.0,4828025.0,4978466.0,4873987.0,4711940.0,4977783.0,5032834.0,5212096.0,4944633.0,5071242.0,5239357.0
Lemland,3.5576657E7,3.74049E7,3.8456986E7,4.0407767E7,4.067383E7,4.2582341E7,4.2444891E7,4.3773644E7,4.4444879E7,4.6665557E7,4.8295414E7,5.4962504E7
Lumparland,7607602.0,7784528.0,7855656.0,9514144.0,8315941.0,8099355.0,8445043.0,8382076.0,8056329.0,8008620.0,8340613.0,8638267.0
Maarianhamina,2.47677511E8,2.57514351E8,2.57797794E8,2.6243326E8,2.64583177E8,2.77257407E8,2.7453999E8,2.79629588E8,2.80511755E8,2.90564695E8,2.85631922E8,3.04970077E8
Saltvik,3.3569156E7,3.5918456E7,3.5938488E7,3.7136893E7,3.7036944E7,3.8442108E7,3.7961305E7,3.9938453E7,4.0855051E7,4.0655807E7,3.9661787E7,4.049515E7
Sottunga,2461117.0,2562160.0,2331125.0,2474471.0,2645144.0,2675806.0,2590997.0,2672839.0,2626093.0,2499060.0,2733148.0,2678417.0
Sund,1.8194534E7,1.9106646E7,1.9256508E7,1.9859943E7,1.9995901E7,2.014782E7,2.0495902E7,2.1172865E7,2.1344559E7,2.1966152E7,2.1771718E7,2.2538847E7
Vårdö,8221637.0,8183045.0,7727226.0,8100192.0,8324616.0,8720910.0,8906901.0,8896618.0,9267655.0,9597809.0,9356436.0,1.0037586E7
